Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-29 19:16:00+00:00,23755.20703125,23755.20703125,23755.20703125,23755.20703125,76015616,0.0,0.0
2023-01-29 19:17:00+00:00,23762.37109375,23762.37109375,23762.37109375,23762.37109375,29153280,0.0,0.0
2023-01-29 19:18:00+00:00,23756.62890625,23756.62890625,23756.62890625,23756.62890625,53159936,0.0,0.0
2023-01-29 19:19:00+00:00,23753.455078125,23753.455078125,23753.455078125,23753.455078125,65947648,0.0,0.0
2023-01-29 19:20:00+00:00,23753.44140625,23753.44140625,23753.44140625,23753.44140625,8992768,0.0,0.0
2023-01-29 19:21:00+00:00,23756.15625,23756.15625,23756.15625,23756.15625,6350848,0.0,0.0
2023-01-29 19:22:00+00:00,23757.57421875,23757.57421875,23757.57421875,23757.57421875,19785728,0.0,0.0
2023-01-29 19:23:00+00:00,23755.0625,23755.0625,23755.0625,23755.0625,14833664,0.0,0.0
2023-01-29 19:24:00+00:00,23764.01953125,23764.01953125,23764.01953125,23764.01953125,11751424,0.0,0.0
2023-01-29 19:25:00+00:00,23783.3515625,23783.3515625,23783.3515625,23783.3515625,61796352,0.0,0.0
2023-01-29 19:26:00+00:00,23779.31640625,23779.31640625,23779.31640625,23779.31640625,33675264,0.0,0.0
2023-01-29 19:27:00+00:00,23783.755859375,23783.755859375,23783.755859375,23783.755859375,20633600,0.0,0.0
2023-01-29 19:28:00+00:00,23784.64453125,23784.64453125,23784.64453125,23784.64453125,80791552,0.0,0.0
2023-01-29 19:29:00+00:00,23796.515625,23796.515625,23796.515625,23796.515625,25169920,0.0,0.0
2023-01-29 19:30:00+00:00,23804.3828125,23804.3828125,23804.3828125,23804.3828125,27303936,0.0,0.0
2023-01-29 19:31:00+00:00,23822.8359375,23822.8359375,23822.8359375,23822.8359375,109600768,0.0,0.0
2023-01-29 19:32:00+00:00,23841.1171875,23841.1171875,23841.1171875,23841.1171875,39520256,0.0,0.0
2023-01-29 19:33:00+00:00,23844.134765625,23844.134765625,23844.134765625,23844.134765625,50429952,0.0,0.0
2023-01-29 19:34:00+00:00,23864.578125,23864.578125,23864.578125,23864.578125,72704000,0.0,0.0
2023-01-29 19:35:00+00:00,23874.015625,23874.015625,23874.015625,23874.015625,38070272,0.0,0.0
2023-01-29 19:36:00+00:00,23874.12109375,23874.12109375,23874.12109375,23874.12109375,19523584,0.0,0.0
2023-01-29 19:37:00+00:00,23886.318359375,23886.318359375,23886.318359375,23886.318359375,90515456,0.0,0.0
2023-01-29 19:38:00+00:00,23886.23828125,23886.23828125,23886.23828125,23886.23828125,13291520,0.0,0.0
2023-01-29 19:39:00+00:00,23873.892578125,23873.892578125,23873.892578125,23873.892578125,26613760,0.0,0.0
2023-01-29 19:40:00+00:00,23864.896484375,23864.896484375,23864.896484375,23864.896484375,33693696,0.0,0.0
2023-01-29 19:41:00+00:00,23871.244140625,23871.244140625,23871.244140625,23871.244140625,12679168,0.0,0.0
2023-01-29 19:42:00+00:00,23872.712890625,23872.712890625,23872.712890625,23872.712890625,10854400,0.0,0.0
2023-01-29 19:43:00+00:00,23892.740234375,23892.740234375,23892.740234375,23892.740234375,45275136,0.0,0.0
2023-01-29 19:44:00+00:00,23890.6171875,23890.6171875,23890.6171875,23890.6171875,4835328,0.0,0.0
2023-01-29 19:45:00+00:00,23893.08984375,23893.08984375,23893.08984375,23893.08984375,7690240,0.0,0.0
2023-01-29 19:46:00+00:00,23903.3515625,23903.3515625,23903.3515625,23903.3515625,57241600,0.0,0.0
2023-01-29 19:47:00+00:00,23899.08203125,23899.08203125,23899.08203125,23899.08203125,7157760,0.0,0.0
2023-01-29 19:48:00+00:00,23907.68359375,23907.68359375,23907.68359375,23907.68359375,16312320,0.0,0.0
2023-01-29 19:49:00+00:00,23919.890625,23919.890625,23919.890625,23919.890625,62695424,0.0,0.0
2023-01-29 19:50:00+00:00,23918.916015625,23918.916015625,23918.916015625,23918.916015625,19073024,0.0,0.0
2023-01-29 19:51:00+00:00,23912.529296875,23912.529296875,23912.529296875,23912.529296875,11356160,0.0,0.0
2023-01-29 19:52:00+00:00,23896.021484375,23896.021484375,23896.021484375,23896.021484375,23552000,0.0,0.0
2023-01-29 19:53:00+00:00,23898.412109375,23898.412109375,23898.412109375,23898.412109375,13617152,0.0,0.0
2023-01-29 19:54:00+00:00,23895.5078125,23895.5078125,23895.5078125,23895.5078125,2187264,0.0,0.0
2023-01-29 19:55:00+00:00,23896.427734375,23896.427734375,23896.427734375,23896.427734375,34385920,0.0,0.0
2023-01-29 19:56:00+00:00,23890.265625,23890.265625,23890.265625,23890.265625,10133504,0.0,0.0
2023-01-29 19:57:00+00:00,23894.130859375,23894.130859375,23894.130859375,23894.130859375,5992448,0.0,0.0
2023-01-29 19:58:00+00:00,23894.791015625,23894.791015625,23894.791015625,23894.791015625,15980544,0.0,0.0
2023-01-29 19:59:00+00:00,23900.70703125,23900.70703125,23900.70703125,23900.70703125,7399424,0.0,0.0
2023-01-29 20:00:00+00:00,23897.654296875,23897.654296875,23897.654296875,23897.654296875,7497728,0.0,0.0
2023-01-29 20:01:00+00:00,23904.732421875,23904.732421875,23904.732421875,23904.732421875,21981184,0.0,0.0
2023-01-29 20:02:00+00:00,23899.927734375,23899.927734375,23899.927734375,23899.927734375,12365824,0.0,0.0
2023-01-29 20:03:00+00:00,23845.66015625,23845.66015625,23845.66015625,23845.66015625,59242496,0.0,0.0
2023-01-29 20:04:00+00:00,23809.640625,23809.640625,23809.640625,23809.640625,57798656,0.0,0.0
2023-01-29 20:05:00+00:00,23813.740234375,23813.740234375,23813.740234375,23813.740234375,15183872,0.0,0.0
2023-01-29 20:06:00+00:00,23810.451171875,23810.451171875,23810.451171875,23810.451171875,12408832,0.0,0.0
2023-01-29 20:07:00+00:00,23812.99609375,23812.99609375,23812.99609375,23812.99609375,56614912,0.0,0.0
2023-01-29 20:08:00+00:00,23820.21484375,23820.21484375,23820.21484375,23820.21484375,15214592,0.0,0.0
2023-01-29 20:09:00+00:00,23821.53125,23821.53125,23821.53125,23821.53125,7102464,0.0,0.0
2023-01-29 20:10:00+00:00,23836.66015625,23836.66015625,23836.66015625,23836.66015625,44490752,0.0,0.0
2023-01-29 20:11:00+00:00,23840.2890625,23840.2890625,23840.2890625,23840.2890625,9885696,0.0,0.0
2023-01-29 20:12:00+00:00,23842.55859375,23842.55859375,23842.55859375,23842.55859375,6744064,0.0,0.0
2023-01-29 20:13:00+00:00,23841.056640625,23841.056640625,23841.056640625,23841.056640625,17168384,0.0,0.0
2023-01-29 20:14:00+00:00,23833.806640625,23833.806640625,23833.806640625,23833.806640625,16795648,0.0,0.0
2023-01-29 20:15:00+00:00,23827.953125,23827.953125,23827.953125,23827.953125,8075264,0.0,0.0
2023-01-29 20:16:00+00:00,23810.322265625,23810.322265625,23810.322265625,23810.322265625,6985728,0.0,0.0
2023-01-29 20:17:00+00:00,23816.708984375,23816.708984375,23816.708984375,23816.708984375,9943040,0.0,0.0
2023-01-29 20:18:00+00:00,23812.751953125,23812.751953125,23812.751953125,23812.751953125,7378944,0.0,0.0
2023-01-29 20:19:00+00:00,23816.66015625,23816.66015625,23816.66015625,23816.66015625,42647552,0.0,0.0
2023-01-29 20:20:00+00:00,23815.513671875,23815.513671875,23815.513671875,23815.513671875,4739072,0.0,0.0
2023-01-29 20:21:00+00:00,23814.0234375,23814.0234375,23814.0234375,23814.0234375,6389760,0.0,0.0
2023-01-29 20:22:00+00:00,23811.291015625,23811.291015625,23811.291015625,23811.291015625,7585792,0.0,0.0
2023-01-29 20:23:00+00:00,23805.71875,23805.71875,23805.71875,23805.71875,10739712,0.0,0.0
2023-01-29 20:24:00+00:00,23801.677734375,23801.677734375,23801.677734375,23801.677734375,7981056,0.0,0.0
2023-01-29 20:25:00+00:00,23787.205078125,23787.205078125,23787.205078125,23787.205078125,14178304,0.0,0.0
2023-01-29 20:26:00+00:00,23791.869140625,23791.869140625,23791.869140625,23791.869140625,0,0.0,0.0
2023-01-29 20:27:00+00:00,23796.6171875,23796.6171875,23796.6171875,23796.6171875,3325952,0.0,0.0
2023-01-29 20:28:00+00:00,23808.640625,23808.640625,23808.640625,23808.640625,48052224,0.0,0.0
2023-01-29 20:29:00+00:00,23809.982421875,23809.982421875,23809.982421875,23809.982421875,7032832,0.0,0.0
2023-01-29 20:30:00+00:00,23810.8515625,23810.8515625,23810.8515625,23810.8515625,2902016,0.0,0.0
2023-01-29 20:31:00+00:00,23811.607421875,23811.607421875,23811.607421875,23811.607421875,27424768,0.0,0.0
2023-01-29 20:32:00+00:00,23812.353515625,23812.353515625,23812.353515625,23812.353515625,4034560,0.0,0.0
2023-01-29 20:33:00+00:00,23811.275390625,23811.275390625,23811.275390625,23811.275390625,2103296,0.0,0.0
2023-01-29 20:34:00+00:00,23811.826171875,23811.826171875,23811.826171875,23811.826171875,14510080,0.0,0.0
2023-01-29 20:35:00+00:00,23810.72265625,23810.72265625,23810.72265625,23810.72265625,0,0.0,0.0
2023-01-29 20:36:00+00:00,23813.2578125,23813.2578125,23813.2578125,23813.2578125,0,0.0,0.0
2023-01-29 20:37:00+00:00,23815.12109375,23815.12109375,23815.12109375,23815.12109375,0,0.0,0.0
2023-01-29 20:38:00+00:00,23816.875,23816.875,23816.875,23816.875,444416,0.0,0.0
2023-01-29 20:39:00+00:00,23819.328125,23819.328125,23819.328125,23819.328125,2338816,0.0,0.0
2023-01-29 20:40:00+00:00,23822.703125,23822.703125,23822.703125,23822.703125,0,0.0,0.0
2023-01-29 20:41:00+00:00,23824.2109375,23824.2109375,23824.2109375,23824.2109375,0,0.0,0.0
2023-01-29 20:42:00+00:00,23823.171875,23823.171875,23823.171875,23823.171875,3274752,0.0,0.0
2023-01-29 20:43:00+00:00,23821.126953125,23821.126953125,23821.126953125,23821.126953125,27502592,0.0,0.0
2023-01-29 20:44:00+00:00,23818.05078125,23818.05078125,23818.05078125,23818.05078125,0,0.0,0.0
2023-01-29 20:45:00+00:00,23814.615234375,23814.615234375,23814.615234375,23814.615234375,2093056,0.0,0.0
2023-01-29 20:46:00+00:00,23806.064453125,23806.064453125,23806.064453125,23806.064453125,0,0.0,0.0
2023-01-29 20:47:00+00:00,23792.427734375,23792.427734375,23792.427734375,23792.427734375,18327552,0.0,0.0
2023-01-29 20:48:00+00:00,23782.16015625,23782.16015625,23782.16015625,23782.16015625,10162176,0.0,0.0
2023-01-29 20:49:00+00:00,23765.591796875,23765.591796875,23765.591796875,23765.591796875,7938048,0.0,0.0
2023-01-29 20:50:00+00:00,23763.765625,23763.765625,23763.765625,23763.765625,3770368,0.0,0.0
2023-01-29 20:51:00+00:00,23760.62890625,23760.62890625,23760.62890625,23760.62890625,9207808,0.0,0.0
2023-01-29 20:52:00+00:00,23752.376953125,23752.376953125,23752.376953125,23752.376953125,26517504,0.0,0.0
2023-01-29 20:53:00+00:00,23754.818359375,23754.818359375,23754.818359375,23754.818359375,3276800,0.0,0.0
2023-01-29 20:54:00+00:00,23753.244140625,23753.244140625,23753.244140625,23753.244140625,3043328,0.0,0.0
2023-01-29 20:55:00+00:00,23746.9375,23746.9375,23746.9375,23746.9375,9623552,0.0,0.0
2023-01-29 20:56:00+00:00,23731.390625,23731.390625,23731.390625,23731.390625,64182272,0.0,0.0
2023-01-29 20:57:00+00:00,23734.88671875,23734.88671875,23734.88671875,23734.88671875,7890944,0.0,0.0
2023-01-29 20:58:00+00:00,23725.927734375,23725.927734375,23725.927734375,23725.927734375,48117760,0.0,0.0
2023-01-29 20:59:00+00:00,23724.013671875,23724.013671875,23724.013671875,23724.013671875,2881536,0.0,0.0
2023-01-29 21:00:00+00:00,23720.88671875,23720.88671875,23720.88671875,23720.88671875,0,0.0,0.0
2023-01-29 21:01:00+00:00,23712.9453125,23712.9453125,23712.9453125,23712.9453125,0,0.0,0.0
2023-01-29 21:02:00+00:00,23718.123046875,23718.123046875,23718.123046875,23718.123046875,0,0.0,0.0
2023-01-29 21:03:00+00:00,23708.544921875,23708.544921875,23708.544921875,23708.544921875,6189056,0.0,0.0
2023-01-29 21:04:00+00:00,23699.2421875,23699.2421875,23699.2421875,23699.2421875,14385152,0.0,0.0
2023-01-29 21:05:00+00:00,23696.048828125,23696.048828125,23696.048828125,23696.048828125,0,0.0,0.0
2023-01-29 21:06:00+00:00,23694.453125,23694.453125,23694.453125,23694.453125,1599488,0.0,0.0
2023-01-29 21:07:00+00:00,23695.9609375,23695.9609375,23695.9609375,23695.9609375,0,0.0,0.0
2023-01-29 21:08:00+00:00,23698.720703125,23698.720703125,23698.720703125,23698.720703125,4769792,0.0,0.0
2023-01-29 21:09:00+00:00,23699.625,23699.625,23699.625,23699.625,1153024,0.0,0.0
2023-01-29 21:10:00+00:00,23705.93359375,23705.93359375,23705.93359375,23705.93359375,0,0.0,0.0
2023-01-29 21:11:00+00:00,23709.373046875,23709.373046875,23709.373046875,23709.373046875,0,0.0,0.0
2023-01-29 21:12:00+00:00,23711.755859375,23711.755859375,23711.755859375,23711.755859375,0,0.0,0.0
2023-01-29 21:13:00+00:00,23709.37109375,23709.37109375,23709.37109375,23709.37109375,8298496,0.0,0.0
2023-01-29 21:14:00+00:00,23716.59375,23716.59375,23716.59375,23716.59375,7643136,0.0,0.0
2023-01-29 21:15:00+00:00,23712.75,23712.75,23712.75,23712.75,2111488,0.0,0.0
2023-01-29 21:16:00+00:00,23722.6953125,23722.6953125,23722.6953125,23722.6953125,23447552,0.0,0.0
2023-01-29 21:17:00+00:00,23721.189453125,23721.189453125,23721.189453125,23721.189453125,0,0.0,0.0
2023-01-29 21:18:00+00:00,23723.40234375,23723.40234375,23723.40234375,23723.40234375,0,0.0,0.0
2023-01-29 21:19:00+00:00,23719.416015625,23719.416015625,23719.416015625,23719.416015625,0,0.0,0.0
2023-01-29 21:20:00+00:00,23720.41015625,23720.41015625,23720.41015625,23720.41015625,0,0.0,0.0
2023-01-29 21:21:00+00:00,23719.09765625,23719.09765625,23719.09765625,23719.09765625,1261568,0.0,0.0
2023-01-29 21:22:00+00:00,23722.5390625,23722.5390625,23722.5390625,23722.5390625,0,0.0,0.0
2023-01-29 21:23:00+00:00,23720.267578125,23720.267578125,23720.267578125,23720.267578125,1492992,0.0,0.0
2023-01-29 21:24:00+00:00,23722.1484375,23722.1484375,23722.1484375,23722.1484375,1757184,0.0,0.0
2023-01-29 21:25:00+00:00,23718.298828125,23718.298828125,23718.298828125,23718.298828125,12201984,0.0,0.0
2023-01-29 21:26:00+00:00,23720.775390625,23720.775390625,23720.775390625,23720.775390625,1658880,0.0,0.0
2023-01-29 21:27:00+00:00,23722.56640625,23722.56640625,23722.56640625,23722.56640625,3962880,0.0,0.0
2023-01-29 21:28:00+00:00,23727.92578125,23727.92578125,23727.92578125,23727.92578125,17512448,0.0,0.0
2023-01-29 21:29:00+00:00,23730.490234375,23730.490234375,23730.490234375,23730.490234375,9574400,0.0,0.0
2023-01-29 21:30:00+00:00,23736.408203125,23736.408203125,23736.408203125,23736.408203125,14747648,0.0,0.0
2023-01-29 21:31:00+00:00,23746.689453125,23746.689453125,23746.689453125,23746.689453125,37138432,0.0,0.0
2023-01-29 21:32:00+00:00,23750.162109375,23750.162109375,23750.162109375,23750.162109375,4075520,0.0,0.0
2023-01-29 21:33:00+00:00,23755.53125,23755.53125,23755.53125,23755.53125,5937152,0.0,0.0
2023-01-29 21:34:00+00:00,23766.916015625,23766.916015625,23766.916015625,23766.916015625,13645824,0.0,0.0
2023-01-29 21:35:00+00:00,23773.39453125,23773.39453125,23773.39453125,23773.39453125,7270400,0.0,0.0
2023-01-29 21:36:00+00:00,23773.712890625,23773.712890625,23773.712890625,23773.712890625,20363264,0.0,0.0
2023-01-29 21:37:00+00:00,23779.771484375,23779.771484375,23779.771484375,23779.771484375,29931520,0.0,0.0
2023-01-29 21:38:00+00:00,23783.021484375,23783.021484375,23783.021484375,23783.021484375,2572288,0.0,0.0
2023-01-29 21:39:00+00:00,23780.89453125,23780.89453125,23780.89453125,23780.89453125,1288192,0.0,0.0
2023-01-29 21:40:00+00:00,23788.609375,23788.609375,23788.609375,23788.609375,7528448,0.0,0.0
2023-01-29 21:41:00+00:00,23787.8359375,23787.8359375,23787.8359375,23787.8359375,3870720,0.0,0.0
2023-01-29 21:42:00+00:00,23790.951171875,23790.951171875,23790.951171875,23790.951171875,7456768,0.0,0.0
2023-01-29 21:43:00+00:00,23789.705078125,23789.705078125,23789.705078125,23789.705078125,7155712,0.0,0.0
2023-01-29 21:44:00+00:00,23792.025390625,23792.025390625,23792.025390625,23792.025390625,0,0.0,0.0
2023-01-29 21:45:00+00:00,23791.396484375,23791.396484375,23791.396484375,23791.396484375,2535424,0.0,0.0
2023-01-29 21:46:00+00:00,23803.064453125,23803.064453125,23803.064453125,23803.064453125,14966784,0.0,0.0
2023-01-29 21:47:00+00:00,23806.603515625,23806.603515625,23806.603515625,23806.603515625,2590720,0.0,0.0
2023-01-29 21:48:00+00:00,23804.986328125,23804.986328125,23804.986328125,23804.986328125,7354368,0.0,0.0
2023-01-29 21:49:00+00:00,23799.439453125,23799.439453125,23799.439453125,23799.439453125,11700224,0.0,0.0
2023-01-29 21:50:00+00:00,23798.880859375,23798.880859375,23798.880859375,23798.880859375,2455552,0.0,0.0
2023-01-29 21:51:00+00:00,23797.98046875,23797.98046875,23797.98046875,23797.98046875,1841152,0.0,0.0
2023-01-29 21:52:00+00:00,23794.41796875,23794.41796875,23794.41796875,23794.41796875,21551104,0.0,0.0
2023-01-29 21:53:00+00:00,23799.322265625,23799.322265625,23799.322265625,23799.322265625,4816896,0.0,0.0
2023-01-29 21:54:00+00:00,23797.677734375,23797.677734375,23797.677734375,23797.677734375,0,0.0,0.0
2023-01-29 21:55:00+00:00,23803.447265625,23803.447265625,23803.447265625,23803.447265625,13252608,0.0,0.0
2023-01-29 21:56:00+00:00,23805.638671875,23805.638671875,23805.638671875,23805.638671875,4173824,0.0,0.0
2023-01-29 21:57:00+00:00,23803.677734375,23803.677734375,23803.677734375,23803.677734375,0,0.0,0.0
2023-01-29 21:58:00+00:00,23801.9296875,23801.9296875,23801.9296875,23801.9296875,0,0.0,0.0
2023-01-29 21:59:00+00:00,23802.66015625,23802.66015625,23802.66015625,23802.66015625,3790848,0.0,0.0
2023-01-29 22:00:00+00:00,23801.4765625,23801.4765625,23801.4765625,23801.4765625,2342912,0.0,0.0
2023-01-29 22:01:00+00:00,23802.552734375,23802.552734375,23802.552734375,23802.552734375,0,0.0,0.0
2023-01-29 22:02:00+00:00,23801.833984375,23801.833984375,23801.833984375,23801.833984375,0,0.0,0.0
2023-01-29 22:03:00+00:00,23803.314453125,23803.314453125,23803.314453125,23803.314453125,438272,0.0,0.0
2023-01-29 22:04:00+00:00,23805.53125,23805.53125,23805.53125,23805.53125,0,0.0,0.0
2023-01-29 22:05:00+00:00,23796.48046875,23796.48046875,23796.48046875,23796.48046875,2502656,0.0,0.0
2023-01-29 22:06:00+00:00,23794.021484375,23794.021484375,23794.021484375,23794.021484375,7499776,0.0,0.0
2023-01-29 22:07:00+00:00,23786.16796875,23786.16796875,23786.16796875,23786.16796875,0,0.0,0.0
2023-01-29 22:08:00+00:00,23788.703125,23788.703125,23788.703125,23788.703125,0,0.0,0.0
2023-01-29 22:09:00+00:00,23788.93359375,23788.93359375,23788.93359375,23788.93359375,0,0.0,0.0
2023-01-29 22:10:00+00:00,23791.7265625,23791.7265625,23791.7265625,23791.7265625,17227776,0.0,0.0
2023-01-29 22:11:00+00:00,23795.46484375,23795.46484375,23795.46484375,23795.46484375,4030464,0.0,0.0
2023-01-29 22:12:00+00:00,23800.40625,23800.40625,23800.40625,23800.40625,8833024,0.0,0.0
2023-01-29 22:13:00+00:00,23805.064453125,23805.064453125,23805.064453125,23805.064453125,9900032,0.0,0.0
2023-01-29 22:14:00+00:00,23804.55859375,23804.55859375,23804.55859375,23804.55859375,2928640,0.0,0.0
2023-01-29 22:15:00+00:00,23804.470703125,23804.470703125,23804.470703125,23804.470703125,0,0.0,0.0
2023-01-29 22:16:00+00:00,23798.373046875,23798.373046875,23798.373046875,23798.373046875,0,0.0,0.0
2023-01-29 22:17:00+00:00,23798.4375,23798.4375,23798.4375,23798.4375,63488,0.0,0.0
2023-01-29 22:18:00+00:00,23799.818359375,23799.818359375,23799.818359375,23799.818359375,1740800,0.0,0.0
2023-01-29 22:19:00+00:00,23801.880859375,23801.880859375,23801.880859375,23801.880859375,0,0.0,0.0
2023-01-29 22:20:00+00:00,23798.751953125,23798.751953125,23798.751953125,23798.751953125,4929536,0.0,0.0
2023-01-29 22:21:00+00:00,23802.111328125,23802.111328125,23802.111328125,23802.111328125,0,0.0,0.0
2023-01-29 22:22:00+00:00,23798.58203125,23798.58203125,23798.58203125,23798.58203125,3301376,0.0,0.0
2023-01-29 22:23:00+00:00,23799.78515625,23799.78515625,23799.78515625,23799.78515625,0,0.0,0.0
2023-01-29 22:24:00+00:00,23798.328125,23798.328125,23798.328125,23798.328125,0,0.0,0.0
2023-01-29 22:25:00+00:00,23796.400390625,23796.400390625,23796.400390625,23796.400390625,8714240,0.0,0.0
2023-01-29 22:26:00+00:00,23798.42578125,23798.42578125,23798.42578125,23798.42578125,0,0.0,0.0
2023-01-29 22:27:00+00:00,23797.16796875,23797.16796875,23797.16796875,23797.16796875,1372160,0.0,0.0
2023-01-29 22:28:00+00:00,23795.140625,23795.140625,23795.140625,23795.140625,0,0.0,0.0
2023-01-29 22:29:00+00:00,23793.4921875,23793.4921875,23793.4921875,23793.4921875,0,0.0,0.0
2023-01-29 22:30:00+00:00,23796.10546875,23796.10546875,23796.10546875,23796.10546875,212992,0.0,0.0
2023-01-29 22:31:00+00:00,23792.291015625,23792.291015625,23792.291015625,23792.291015625,944128,0.0,0.0
2023-01-29 22:32:00+00:00,23791.658203125,23791.658203125,23791.658203125,23791.658203125,0,0.0,0.0
2023-01-29 22:33:00+00:00,23790.796875,23790.796875,23790.796875,23790.796875,1130496,0.0,0.0
2023-01-29 22:34:00+00:00,23788.720703125,23788.720703125,23788.720703125,23788.720703125,14186496,0.0,0.0
2023-01-29 22:35:00+00:00,23788.00390625,23788.00390625,23788.00390625,23788.00390625,2265088,0.0,0.0
2023-01-29 22:37:00+00:00,23784.541015625,23784.541015625,23784.541015625,23784.541015625,0,0.0,0.0
2023-01-29 22:38:00+00:00,23782.294921875,23782.294921875,23782.294921875,23782.294921875,2930688,0.0,0.0
2023-01-29 22:39:00+00:00,23785.8203125,23785.8203125,23785.8203125,23785.8203125,4997120,0.0,0.0
2023-01-29 22:40:00+00:00,23786.849609375,23786.849609375,23786.849609375,23786.849609375,5120000,0.0,0.0
